"","ID","cluster"
"1",1,3
"2",2,3
"3",3,3
"4",4,1
"5",5,3
"6",6,3
"7",7,3
"8",8,3
"9",9,3
"10",10,2
"11",11,3
"12",12,2
"13",13,5
"14",14,3
"15",15,6
"16",16,6
"17",17,2
"18",18,2
"19",19,3
"20",20,1
"21",21,2
"22",22,2
"23",23,3
"24",24,3
"25",25,3
"26",26,3
"27",27,3
"28",28,3
"29",29,3
"30",30,3
"31",31,3
"32",32,3
"33",33,2
"34",34,6
"35",35,3
"36",36,3
"37",37,3
"38",38,3
"39",39,3
"40",40,2
"41",41,2
"42",42,2
"43",43,3
"44",44,3
"45",45,3
"46",46,5
"47",47,2
"48",48,1
"49",49,3
"50",50,2
"51",51,3
"52",52,3
"53",53,3
"54",54,2
"55",55,2
"56",56,3
"57",57,1
"58",58,6
"59",59,3
"60",60,3
"61",61,2
"62",62,2
"63",63,3
"64",64,3
"65",65,3
"66",66,3
"67",67,3
"68",68,3
"69",69,4
"70",70,3
"71",71,3
"72",72,2
"73",73,2
"74",74,3
"75",75,2
"76",76,1
"77",77,1
"78",78,3
"79",79,3
"80",80,2
"81",81,3
"82",82,1
"83",83,2
"84",84,2
"85",85,4
"86",86,3
"87",87,2
"88",88,3
"89",89,2
"90",90,3
"91",91,2
"92",92,2
"93",93,2
"94",94,3
"95",95,5
"96",96,5
"97",97,3
"98",98,3
"99",99,3
"100",100,3
"101",101,3
"102",102,3
"103",103,3
"104",104,3
"105",105,3
"106",106,3
"107",107,1
"108",108,2
"109",109,2
"110",110,2
"111",111,3
"112",112,3
"113",113,2
"114",114,1
"115",115,3
"116",116,4
"117",117,3
"118",118,3
"119",119,3
"120",120,3
"121",121,3
"122",122,3
"123",123,3
"124",124,3
"125",125,2
"126",126,2
"127",127,3
"128",128,3
"129",129,3
"130",130,3
"131",131,2
"132",132,5
"133",133,5
"134",134,3
"135",135,3
"136",136,3
"137",137,3
"138",138,2
"139",139,2
"140",140,2
"141",141,3
"142",142,3
"143",143,5
"144",144,3
"145",145,5
"146",146,2
"147",147,5
"148",148,2
"149",149,3
"150",150,4
"151",151,4
"152",152,1
"153",153,2
"154",154,2
"155",155,2
"156",156,2
"157",157,2
"158",158,2
"159",159,3
"160",160,3
"161",161,3
"162",162,3
"163",163,3
"164",164,6
"165",165,6
"166",166,2
"167",167,3
"168",168,3
"169",169,3
"170",170,2
"171",171,3
"172",172,3
"173",173,3
"174",174,5
"175",175,3
"176",176,3
"177",177,3
"178",178,4
"179",179,3
"180",180,3
"181",181,3
"182",182,2
"183",183,3
"184",184,3
"185",185,3
"186",186,2
"187",187,2
"188",188,3
"189",189,2
"190",190,2
"191",191,2
"192",192,2
"193",193,2
"194",194,3
"195",195,3
"196",196,2
"197",197,3
"198",198,1
"199",199,5
"200",200,5
"201",201,1
"202",202,2
"203",203,3
"204",204,2
"205",205,2
"206",206,1
"207",207,1
"208",208,2
"209",209,2
"210",210,1
"211",211,4
"212",212,3
"213",213,1
"214",214,2
"215",215,3
"216",216,2
"217",217,3
"218",218,3
"219",219,3
"220",220,2
"221",221,2
"222",222,2
"223",223,3
"224",224,3
"225",225,2
"226",226,2
"227",227,2
"228",228,3
"229",229,2
"230",230,3
"231",231,5
"232",232,3
"233",233,2
"234",234,3
"235",235,3
"236",236,3
"237",237,3
"238",238,3
"239",239,3
"240",240,3
"241",241,1
"242",242,1
