"","ID","cluster"
"1",1,1
"2",2,1
"3",3,1
"4",4,2
"5",5,1
"6",6,1
"7",7,1
"8",8,1
"9",9,1
"10",10,2
"11",11,1
"12",12,2
"13",13,1
"14",14,2
"15",15,1
"16",16,1
"17",17,2
"18",18,2
"19",19,1
"20",20,2
"21",21,2
"22",22,1
"23",23,1
"24",24,1
"25",25,1
"26",26,1
"27",27,1
"28",28,1
"29",29,1
"30",30,1
"31",31,1
"32",32,1
"33",33,1
"34",34,1
"35",35,1
"36",36,1
"37",37,1
"38",38,2
"39",39,1
"40",40,2
"41",41,2
"42",42,1
"43",43,1
"44",44,1
"45",45,1
"46",46,1
"47",47,1
"48",48,2
"49",49,1
"50",50,1
"51",51,1
"52",52,1
"53",53,1
"54",54,2
"55",55,1
"56",56,1
"57",57,2
"58",58,1
"59",59,1
"60",60,1
"61",61,2
"62",62,2
"63",63,1
"64",64,1
"65",65,1
"66",66,1
"67",67,1
"68",68,1
"69",69,2
"70",70,1
"71",71,1
"72",72,1
"73",73,1
"74",74,1
"75",75,2
"76",76,2
"77",77,2
"78",78,1
"79",79,1
"80",80,1
"81",81,1
"82",82,2
"83",83,2
"84",84,1
"85",85,2
"86",86,1
"87",87,2
"88",88,1
"89",89,2
"90",90,1
"91",91,1
"92",92,2
"93",93,2
"94",94,1
"95",95,1
"96",96,1
"97",97,1
"98",98,1
"99",99,1
"100",100,1
"101",101,1
"102",102,1
"103",103,1
"104",104,1
"105",105,1
"106",106,1
"107",107,2
"108",108,1
"109",109,2
"110",110,2
"111",111,1
"112",112,1
"113",113,1
"114",114,2
"115",115,1
"116",116,2
"117",117,1
"118",118,1
"119",119,1
"120",120,1
"121",121,1
"122",122,1
"123",123,1
"124",124,1
"125",125,1
"126",126,1
"127",127,1
"128",128,1
"129",129,1
"130",130,1
"131",131,2
"132",132,1
"133",133,1
"134",134,1
"135",135,1
"136",136,1
"137",137,1
"138",138,1
"139",139,1
"140",140,1
"141",141,1
"142",142,1
"143",143,1
"144",144,1
"145",145,1
"146",146,2
"147",147,1
"148",148,1
"149",149,1
"150",150,2
"151",151,2
"152",152,2
"153",153,1
"154",154,1
"155",155,2
"156",156,2
"157",157,2
"158",158,2
"159",159,1
"160",160,1
"161",161,1
"162",162,1
"163",163,1
"164",164,1
"165",165,1
"166",166,2
"167",167,1
"168",168,1
"169",169,1
"170",170,2
"171",171,1
"172",172,1
"173",173,1
"174",174,1
"175",175,1
"176",176,1
"177",177,1
"178",178,1
"179",179,1
"180",180,1
"181",181,1
"182",182,2
"183",183,1
"184",184,1
"185",185,1
"186",186,2
"187",187,2
"188",188,1
"189",189,1
"190",190,1
"191",191,2
"192",192,1
"193",193,1
"194",194,1
"195",195,1
"196",196,1
"197",197,1
"198",198,2
"199",199,1
"200",200,1
"201",201,2
"202",202,2
"203",203,1
"204",204,1
"205",205,1
"206",206,2
"207",207,2
"208",208,1
"209",209,1
"210",210,2
"211",211,2
"212",212,1
"213",213,2
"214",214,1
"215",215,1
"216",216,2
"217",217,1
"218",218,1
"219",219,1
"220",220,1
"221",221,1
"222",222,1
"223",223,1
"224",224,1
"225",225,2
"226",226,1
"227",227,2
"228",228,1
"229",229,1
"230",230,1
"231",231,1
"232",232,1
"233",233,1
"234",234,1
"235",235,1
"236",236,1
"237",237,1
"238",238,1
"239",239,1
"240",240,1
"241",241,2
"242",242,2
"243",243,1
"244",244,2
"245",245,2
"246",246,1
"247",247,1
"248",248,1
"249",249,1
"250",250,1
"251",251,2
"252",252,1
"253",253,2
"254",254,1
"255",255,1
"256",256,1
"257",257,2
"258",258,1
"259",259,2
"260",260,2
"261",261,1
"262",262,1
"263",263,1
"264",264,1
"265",265,2
"266",266,2
"267",267,1
"268",268,2
"269",269,1
"270",270,2
"271",271,1
"272",272,2
"273",273,2
"274",274,1
"275",275,1
"276",276,1
"277",277,1
"278",278,2
"279",279,2
"280",280,2
"281",281,2
"282",282,2
"283",283,1
"284",284,2
"285",285,1
"286",286,1
"287",287,2
"288",288,1
"289",289,1
"290",290,2
"291",291,1
"292",292,2
"293",293,2
"294",294,1
"295",295,2
"296",296,2
"297",297,2
"298",298,1
"299",299,1
"300",300,1
"301",301,1
"302",302,2
"303",303,1
"304",304,1
"305",305,2
"306",306,2
"307",307,1
"308",308,2
"309",309,2
"310",310,2
"311",311,2
"312",312,1
"313",313,2
"314",314,1
"315",315,1
"316",316,1
"317",317,1
"318",318,1
"319",319,2
"320",320,1
"321",321,2
"322",322,2
"323",323,1
"324",324,2
"325",325,2
"326",326,2
"327",327,2
"328",328,2
"329",329,2
"330",330,2
"331",331,2
"332",332,2
"333",333,1
"334",334,1
"335",335,1
"336",336,2
"337",337,2
"338",338,1
"339",339,2
"340",340,2
"341",341,2
"342",342,2
"343",343,2
"344",344,2
"345",345,2
"346",346,1
