"","ID","cluster"
"1",1,2
"2",2,2
"3",3,2
"4",4,2
"5",5,2
"6",6,2
"7",7,2
"8",8,2
"9",9,2
"10",10,2
"11",11,2
"12",12,2
"13",13,2
"14",14,2
"15",15,2
"16",16,2
"17",17,2
"18",18,2
"19",19,2
"20",20,2
"21",21,2
"22",22,2
"23",23,2
"24",24,2
"25",25,2
"26",26,2
"27",27,2
"28",28,2
"29",29,2
"30",30,2
"31",31,2
"32",32,2
"33",33,2
"34",34,2
"35",35,2
"36",36,2
"37",37,2
"38",38,2
"39",39,2
"40",40,2
"41",41,2
"42",42,2
"43",43,2
"44",44,2
"45",45,2
"46",46,2
"47",47,2
"48",48,2
"49",49,2
"50",50,2
"51",51,2
"52",52,2
"53",53,2
"54",54,2
"55",55,2
"56",56,2
"57",57,2
"58",58,2
"59",59,2
"60",60,2
"61",61,2
"62",62,2
"63",63,2
"64",64,2
"65",65,2
"66",66,2
"67",67,2
"68",68,2
"69",69,2
"70",70,2
"71",71,2
"72",72,2
"73",73,2
"74",74,2
"75",75,2
"76",76,2
"77",77,2
"78",78,2
"79",79,2
"80",80,2
"81",81,2
"82",82,2
"83",83,2
"84",84,2
"85",85,2
"86",86,2
"87",87,2
"88",88,2
"89",89,2
"90",90,2
"91",91,2
"92",92,2
"93",93,2
"94",94,2
"95",95,2
"96",96,2
"97",97,2
"98",98,2
"99",99,2
"100",100,2
"101",101,2
"102",102,2
"103",103,2
"104",104,2
"105",105,2
"106",106,2
"107",107,2
"108",108,2
"109",109,2
"110",110,2
"111",111,2
"112",112,2
"113",113,2
"114",114,2
"115",115,2
"116",116,2
"117",117,2
"118",118,2
"119",119,2
"120",120,2
"121",121,2
"122",122,2
"123",123,2
"124",124,2
"125",125,2
"126",126,2
"127",127,2
"128",128,2
"129",129,2
"130",130,2
"131",131,2
"132",132,2
"133",133,2
"134",134,2
"135",135,2
"136",136,2
"137",137,2
"138",138,2
"139",139,1
"140",140,1
"141",141,1
"142",142,1
"143",143,1
"144",144,1
"145",145,1
"146",146,1
"147",147,1
"148",148,1
"149",149,1
"150",150,1
"151",151,1
"152",152,1
"153",153,1
"154",154,1
"155",155,1
"156",156,1
"157",157,1
"158",158,1
"159",159,1
"160",160,1
"161",161,1
"162",162,1
"163",163,1
"164",164,1
"165",165,1
"166",166,1
"167",167,1
"168",168,1
"169",169,1
"170",170,1
"171",171,1
"172",172,1
"173",173,1
"174",174,1
"175",175,1
"176",176,1
"177",177,1
"178",178,1
"179",179,1
"180",180,1
"181",181,1
"182",182,1
"183",183,1
"184",184,2
"185",185,1
"186",186,1
"187",187,1
"188",188,1
"189",189,1
"190",190,1
"191",191,1
"192",192,1
"193",193,1
"194",194,1
"195",195,1
"196",196,1
"197",197,1
"198",198,1
"199",199,1
"200",200,1
"201",201,1
"202",202,1
"203",203,1
"204",204,1
"205",205,1
"206",206,1
"207",207,1
"208",208,1
"209",209,1
"210",210,1
"211",211,1
"212",212,1
"213",213,1
"214",214,1
"215",215,1
"216",216,1
"217",217,1
"218",218,2
"219",219,1
"220",220,1
"221",221,1
"222",222,1
"223",223,1
"224",224,1
"225",225,1
"226",226,1
"227",227,1
"228",228,1
"229",229,1
"230",230,1
"231",231,1
"232",232,1
"233",233,1
"234",234,1
"235",235,1
"236",236,1
"237",237,1
"238",238,1
"239",239,1
"240",240,1
"241",241,1
"242",242,1
"243",243,1
"244",244,1
"245",245,1
"246",246,1
"247",247,1
"248",248,1
"249",249,1
"250",250,1
"251",251,1
"252",252,1
"253",253,1
"254",254,1
"255",255,1
"256",256,1
"257",257,1
"258",258,1
"259",259,1
"260",260,1
"261",261,1
"262",262,1
"263",263,1
"264",264,1
"265",265,1
"266",266,1
"267",267,1
"268",268,1
"269",269,1
"270",270,1
"271",271,1
"272",272,1
"273",273,1
"274",274,1
"275",275,1
"276",276,1
"277",277,1
"278",278,1
"279",279,1
"280",280,1
"281",281,1
"282",282,1
"283",283,1
"284",284,1
"285",285,1
"286",286,1
"287",287,1
"288",288,1
"289",289,1
"290",290,1
"291",291,1
"292",292,1
"293",293,1
"294",294,1
"295",295,1
"296",296,1
"297",297,1
"298",298,1
"299",299,1
"300",300,1
