"","ID","cluster"
"1",1,3
"2",2,3
"3",3,3
"4",4,3
"5",5,3
"6",6,3
"7",7,3
"8",8,3
"9",9,3
"10",10,3
"11",11,3
"12",12,3
"13",13,3
"14",14,1
"15",15,1
"16",16,1
"17",17,2
"18",18,1
"19",19,3
"20",20,1
"21",21,3
"22",22,3
"23",23,3
"24",24,3
"25",25,3
"26",26,3
"27",27,3
"28",28,3
"29",29,3
"30",30,3
"31",31,3
"32",32,3
"33",33,3
"34",34,3
"35",35,3
"36",36,3
"37",37,3
"38",38,3
"39",39,3
"40",40,3
"41",41,3
"42",42,3
"43",43,3
"44",44,3
"45",45,3
"46",46,2
"47",47,3
"48",48,3
"49",49,3
"50",50,3
"51",51,3
"52",52,3
"53",53,3
"54",54,3
"55",55,3
"56",56,3
"57",57,3
"58",58,3
"59",59,3
"60",60,3
"61",61,3
"62",62,3
"63",63,3
"64",64,3
"65",65,3
"66",66,3
"67",67,3
"68",68,3
"69",69,2
"70",70,3
"71",71,3
"72",72,3
"73",73,3
"74",74,3
"75",75,3
"76",76,2
"77",77,2
"78",78,3
"79",79,3
"80",80,1
"81",81,3
"82",82,1
"83",83,3
"84",84,1
"85",85,2
"86",86,3
"87",87,1
"88",88,3
"89",89,1
"90",90,3
"91",91,3
"92",92,1
"93",93,1
"94",94,3
"95",95,3
"96",96,2
"97",97,3
"98",98,3
"99",99,3
"100",100,3
"101",101,3
"102",102,3
"103",103,3
"104",104,3
"105",105,3
"106",106,3
"107",107,1
"108",108,3
"109",109,3
"110",110,3
"111",111,3
"112",112,3
"113",113,3
"114",114,3
"115",115,3
"116",116,3
"117",117,3
"118",118,3
"119",119,3
"120",120,3
"121",121,3
"122",122,3
"123",123,3
"124",124,3
"125",125,3
"126",126,3
"127",127,3
"128",128,3
"129",129,3
"130",130,3
"131",131,3
"132",132,2
"133",133,2
"134",134,3
"135",135,3
"136",136,3
"137",137,3
"138",138,3
"139",139,3
"140",140,3
"141",141,3
"142",142,3
"143",143,2
"144",144,3
"145",145,2
"146",146,3
"147",147,3
"148",148,3
"149",149,3
"150",150,2
"151",151,2
"152",152,1
"153",153,3
"154",154,3
"155",155,2
"156",156,2
"157",157,2
"158",158,2
"159",159,3
"160",160,3
"161",161,3
"162",162,3
"163",163,3
"164",164,3
"165",165,3
"166",166,3
"167",167,3
"168",168,3
"169",169,3
"170",170,1
"171",171,3
"172",172,3
"173",173,3
"174",174,3
"175",175,3
"176",176,3
"177",177,3
"178",178,3
"179",179,3
"180",180,3
"181",181,3
"182",182,1
"183",183,3
"184",184,3
"185",185,3
"186",186,3
"187",187,3
"188",188,3
"189",189,3
"190",190,3
"191",191,3
"192",192,3
"193",193,3
"194",194,3
"195",195,3
"196",196,3
"197",197,3
"198",198,2
"199",199,2
"200",200,3
"201",201,2
"202",202,1
"203",203,3
"204",204,3
"205",205,3
"206",206,2
"207",207,2
"208",208,3
"209",209,3
"210",210,2
"211",211,2
"212",212,3
"213",213,3
"214",214,3
"215",215,3
"216",216,2
"217",217,3
"218",218,3
"219",219,3
"220",220,3
"221",221,3
"222",222,3
"223",223,3
"224",224,3
"225",225,3
"226",226,3
"227",227,1
"228",228,3
"229",229,3
"230",230,3
"231",231,2
"232",232,3
"233",233,3
"234",234,3
"235",235,3
"236",236,3
"237",237,3
"238",238,3
"239",239,3
"240",240,3
"241",241,1
"242",242,2
